"Step","ddqn_yf52szb3 - Ask Price","ddqn_yf52szb3 - Ask Price__MIN","ddqn_yf52szb3 - Ask Price__MAX"
"154145","100.08","100.08","100.08"
"154363","100.03999999999999","100.03999999999999","100.03999999999999"
"154378","100.02","100.02","100.02"
"154416","99.99","99.99","99.99"
"154467","100.03999999999999","100.03999999999999","100.03999999999999"
"154491","100.01","100.01","100.01"
"154575","100.04","100.04","100.04"
"154742","100.03","100.03","100.03"
"154965","99.99","99.99","99.99"
"155067","100.03","100.03","100.03"
"155128","100.03","100.03","100.03"
"155158","100.06","100.06","100.06"
"155173","100.00999999999999","100.00999999999999","100.00999999999999"
"155317","100.00999999999999","100.00999999999999","100.00999999999999"
"155421","100.00999999999999","100.00999999999999","100.00999999999999"
"155442","100.03","100.03","100.03"
"155644","100.03999999999999","100.03999999999999","100.03999999999999"
"155682","100.03","100.03","100.03"
"155751","100.00999999999999","100.00999999999999","100.00999999999999"
"155788","100.03999999999999","100.03999999999999","100.03999999999999"
"155827","100.02","100.02","100.02"
"155931","100.06","100.06","100.06"
"155953","99.99","99.99","99.99"
"156062","100.02","100.02","100.02"
"156171","100.03","100.03","100.03"
"156282","100.00999999999999","100.00999999999999","100.00999999999999"
"156400","99.99","99.99","99.99"
"156497","100.03","100.03","100.03"
"156747","100.05","100.05","100.05"
"156790","100.06","100.06","100.06"
"156916","100","100","100"
"156929","100","100","100"
"156980","100.00999999999999","100.00999999999999","100.00999999999999"
"157076","100.05","100.05","100.05"
"157139","100.05","100.05","100.05"
"157186","100.00999999999999","100.00999999999999","100.00999999999999"
"157224","100.06","100.06","100.06"
"157252","100.03","100.03","100.03"
"157296","100.00999999999999","100.00999999999999","100.00999999999999"
"157477","100.02","100.02","100.02"
"157570","100.05","100.05","100.05"
"157591","100.03","100.03","100.03"
"157835","100.02","100.02","100.02"
"158034","100","100","100"
"158073","100.03999999999999","100.03999999999999","100.03999999999999"
"158627","100.03","100.03","100.03"
"158693","100.02","100.02","100.02"
"158815","100.03","100.03","100.03"
"159085","100.02","100.02","100.02"
"159119","100.06","100.06","100.06"
"159143","100.03999999999999","100.03999999999999","100.03999999999999"
"159239","100.03999999999999","100.03999999999999","100.03999999999999"
"159249","100.03","100.03","100.03"
"159365","100.03999999999999","100.03999999999999","100.03999999999999"
"159627","100.00999999999999","100.00999999999999","100.00999999999999"
"159676","100","100","100"
"159741","100.03","100.03","100.03"
"159817","100.02","100.02","100.02"
"159856","100.02","100.02","100.02"
"159901","100.02","100.02","100.02"
"160278","100.03","100.03","100.03"
"160385","100.00999999999999","100.00999999999999","100.00999999999999"
"160442","99.99","99.99","99.99"
"160626","100.03","100.03","100.03"
"160703","100.03999999999999","100.03999999999999","100.03999999999999"
"160820","100.02","100.02","100.02"
"160883","100.02","100.02","100.02"
"160907","100","100","100"
"160919","100.00999999999999","100.00999999999999","100.00999999999999"
"160982","100.03","100.03","100.03"
"161289","100","100","100"
"161307","100.02","100.02","100.02"
"161359","100","100","100"
"161477","99.98","99.98","99.98"
"161620","100.00999999999999","100.00999999999999","100.00999999999999"
"161886","100.02","100.02","100.02"
"161969","100.00999999999999","100.00999999999999","100.00999999999999"
"162054","100.03","100.03","100.03"
"162113","100.03999999999999","100.03999999999999","100.03999999999999"
"162358","100.05","100.05","100.05"
"162533","100.03","100.03","100.03"
"162773","99.98","99.98","99.98"
"162961","100.02","100.02","100.02"
"163025","100","100","100"
"163064","100","100","100"
"163105","100.03","100.03","100.03"
"163197","100.02","100.02","100.02"
"163234","100.03999999999999","100.03999999999999","100.03999999999999"
"163253","100.03","100.03","100.03"
"163375","100","100","100"
"163572","100.00999999999999","100.00999999999999","100.00999999999999"
"163843","100.00999999999999","100.00999999999999","100.00999999999999"
"163910","100.02","100.02","100.02"
"164094","100.00999999999999","100.00999999999999","100.00999999999999"
"164237","100.02","100.02","100.02"
"164341","100.03","100.03","100.03"
"164356","100.00999999999999","100.00999999999999","100.00999999999999"
"164360","100","100","100"
"164438","100.02","100.02","100.02"
"164534","100.03999999999999","100.03999999999999","100.03999999999999"
"164617","100.03","100.03","100.03"
"164634","100.03999999999999","100.03999999999999","100.03999999999999"
"164691","100.02","100.02","100.02"
"164886","100.03","100.03","100.03"
"165020","100.03","100.03","100.03"
"165476","100","100","100"
"165496","99.98","99.98","99.98"
"165497","99.99","99.99","99.99"
"165558","100.03","100.03","100.03"
"165618","100.03","100.03","100.03"
"165756","100.03","100.03","100.03"
"165830","100.03999999999999","100.03999999999999","100.03999999999999"
"165885","100.05","100.05","100.05"
"165984","100.00999999999999","100.00999999999999","100.00999999999999"
"166049","100.02","100.02","100.02"
"166109","100.02","100.02","100.02"
"166190","99.98","99.98","99.98"
"166392","100.00999999999999","100.00999999999999","100.00999999999999"
"166664","100","100","100"
"166680","100.02","100.02","100.02"
"166683","100.02","100.02","100.02"
"166851","100.02","100.02","100.02"
"167003","100.03","100.03","100.03"
"167105","100","100","100"
"167107","100","100","100"
"167142","100.03","100.03","100.03"
"167186","100.03","100.03","100.03"
"167204","100.02","100.02","100.02"
"167307","100.03999999999999","100.03999999999999","100.03999999999999"
"167420","100","100","100"
"167567","99.99","99.99","99.99"
"167584","100.00999999999999","100.00999999999999","100.00999999999999"
"167815","100.02","100.02","100.02"
"167820","100.02","100.02","100.02"
"167927","100.06","100.06","100.06"
"167950","100.03999999999999","100.03999999999999","100.03999999999999"
"167969","100.00999999999999","100.00999999999999","100.00999999999999"
"168131","100.02","100.02","100.02"
"168162","100","100","100"
"168223","99.98","99.98","99.98"
"168303","100.05","100.05","100.05"
"168452","100.03","100.03","100.03"
"168453","100.00999999999999","100.00999999999999","100.00999999999999"
"168513","100.03999999999999","100.03999999999999","100.03999999999999"
"168542","100.07","100.07","100.07"
"168661","100.03","100.03","100.03"
"168686","99.98","99.98","99.98"
"168733","100.04","100.04","100.04"
"168841","100.02","100.02","100.02"
"168858","100.03999999999999","100.03999999999999","100.03999999999999"
"168873","100.02","100.02","100.02"
"168939","100.02","100.02","100.02"
"168945","100.03","100.03","100.03"
"168975","100.08","100.08","100.08"
"169182","100.00999999999999","100.00999999999999","100.00999999999999"
"169268","100.02","100.02","100.02"
"169372","100.02","100.02","100.02"
"169593","100.05","100.05","100.05"
"169609","100.02","100.02","100.02"
"169663","100.03","100.03","100.03"
"169675","100.05","100.05","100.05"
"169701","100.02","100.02","100.02"
"169828","100.03999999999999","100.03999999999999","100.03999999999999"
"170398","100.04","100.04","100.04"
"170617","100","100","100"
"170730","100.02","100.02","100.02"
"170768","100.02","100.02","100.02"
"171002","100.05","100.05","100.05"
"171143","100","100","100"
"171274","100","100","100"
"171373","100.00999999999999","100.00999999999999","100.00999999999999"
"171417","100","100","100"
"171462","100.00999999999999","100.00999999999999","100.00999999999999"
"171565","100.03","100.03","100.03"
"171692","99.99","99.99","99.99"
"172044","100.03","100.03","100.03"
"172177","100.03","100.03","100.03"
"172217","100.03999999999999","100.03999999999999","100.03999999999999"
"172253","100.03","100.03","100.03"
"172378","100.03","100.03","100.03"
"172406","100.01","100.01","100.01"
"172551","100.02","100.02","100.02"
"172833","100.02","100.02","100.02"
"172951","100.05","100.05","100.05"
"173074","100.03","100.03","100.03"
"173078","100.03","100.03","100.03"
"173284","100.03","100.03","100.03"
"173444","100.03","100.03","100.03"
"173496","100.00999999999999","100.00999999999999","100.00999999999999"
"173516","100","100","100"
"173669","100.00999999999999","100.00999999999999","100.00999999999999"
"173742","99.98","99.98","99.98"
"173788","100.05","100.05","100.05"
"173880","100.00999999999999","100.00999999999999","100.00999999999999"
"173901","100.03","100.03","100.03"
"173970","100.00999999999999","100.00999999999999","100.00999999999999"
"173983","100.03","100.03","100.03"
"174086","100.02","100.02","100.02"
"174234","100.03","100.03","100.03"
"174358","100","100","100"
"174409","100.02","100.02","100.02"
"174546","100.02","100.02","100.02"
"174591","100.02","100.02","100.02"
"174611","100.02","100.02","100.02"
"174740","100","100","100"
"174762","100.03","100.03","100.03"
"174810","100","100","100"
"174895","100.01","100.01","100.01"
"175062","100.02","100.02","100.02"
"175100","100.02","100.02","100.02"
"175248","100.05","100.05","100.05"
"175337","100.03999999999999","100.03999999999999","100.03999999999999"
"175366","100.03","100.03","100.03"
"175472","99.98","99.98","99.98"
"175587","100.03999999999999","100.03999999999999","100.03999999999999"
"175626","100.03","100.03","100.03"
"175846","100.00999999999999","100.00999999999999","100.00999999999999"
"175888","100.02","100.02","100.02"
"176036","100.06","100.06","100.06"
"176328","100.00999999999999","100.00999999999999","100.00999999999999"
"176450","100.02","100.02","100.02"
"176489","100.02","100.02","100.02"
"176695","100","100","100"
"176899","100.01","100.01","100.01"
"176910","99.98","99.98","99.98"
"176964","100.03","100.03","100.03"
"177128","100.05","100.05","100.05"
"177159","100.02","100.02","100.02"
"177286","100.04","100.04","100.04"
"177702","100.02","100.02","100.02"
"177820","100.03999999999999","100.03999999999999","100.03999999999999"
"177849","100.00999999999999","100.00999999999999","100.00999999999999"
"177926","100.06","100.06","100.06"
"177939","99.98","99.98","99.98"
"177995","100.00999999999999","100.00999999999999","100.00999999999999"
"178214","100.00999999999999","100.00999999999999","100.00999999999999"
"178251","100.02","100.02","100.02"
"178259","100.02","100.02","100.02"
"178295","100","100","100"
"178311","100.02","100.02","100.02"
"178318","100.05","100.05","100.05"
"178360","100","100","100"
"178390","100.02","100.02","100.02"
"178662","100.02","100.02","100.02"
"178665","100.02","100.02","100.02"
"178712","100.03","100.03","100.03"
"178799","100.03","100.03","100.03"
"178898","100.10000000000001","100.10000000000001","100.10000000000001"
"179175","100","100","100"
"179184","100.00999999999999","100.00999999999999","100.00999999999999"
"179227","99.99","99.99","99.99"
"179365","100.03","100.03","100.03"
"179415","100","100","100"
"179420","100.03","100.03","100.03"
"179496","100.02","100.02","100.02"
"179700","100.02","100.02","100.02"
"179799","100.02","100.02","100.02"
"179807","99.98","99.98","99.98"
"179891","100","100","100"
"180335","100.03999999999999","100.03999999999999","100.03999999999999"
"180361","100.02","100.02","100.02"
"180377","100","100","100"
"180445","100.02","100.02","100.02"
"180626","100.02","100.02","100.02"
"180642","100.01","100.01","100.01"
"180863","100.06","100.06","100.06"
"180976","100.00999999999999","100.00999999999999","100.00999999999999"
"181028","100.00999999999999","100.00999999999999","100.00999999999999"
"181228","100.00999999999999","100.00999999999999","100.00999999999999"
"181325","100.03999999999999","100.03999999999999","100.03999999999999"
"181369","100.00999999999999","100.00999999999999","100.00999999999999"
"181542","100.02","100.02","100.02"
"181638","100.03999999999999","100.03999999999999","100.03999999999999"
"181653","100.00999999999999","100.00999999999999","100.00999999999999"
"181738","100.05","100.05","100.05"
"181745","100.00999999999999","100.00999999999999","100.00999999999999"
"181859","100.02","100.02","100.02"
"182138","100.03999999999999","100.03999999999999","100.03999999999999"
"182228","100.05","100.05","100.05"
"182263","100.04","100.04","100.04"
"182270","100","100","100"
"182281","100.03","100.03","100.03"
"182282","100.03","100.03","100.03"
"182439","100.03","100.03","100.03"
"182578","100.03","100.03","100.03"
"182858","100.03","100.03","100.03"
"183005","100.05","100.05","100.05"
"183071","100.03","100.03","100.03"
"183156","100.02","100.02","100.02"
"183177","100.05","100.05","100.05"
"183332","99.99","99.99","99.99"
"183548","100.07000000000001","100.07000000000001","100.07000000000001"
"183574","100.00999999999999","100.00999999999999","100.00999999999999"
"183701","100.02","100.02","100.02"
"183729","100.00999999999999","100.00999999999999","100.00999999999999"
"183929","100.03999999999999","100.03999999999999","100.03999999999999"
"183963","100.03999999999999","100.03999999999999","100.03999999999999"
"184111","100.02","100.02","100.02"
"184257","100.00999999999999","100.00999999999999","100.00999999999999"
"184294","100.03","100.03","100.03"
"184310","100.02","100.02","100.02"
"184363","100.01","100.01","100.01"
"184436","100.03999999999999","100.03999999999999","100.03999999999999"
"184444","100.06","100.06","100.06"
"184499","100.03999999999999","100.03999999999999","100.03999999999999"
"184511","100.02","100.02","100.02"
"184661","100.00999999999999","100.00999999999999","100.00999999999999"
"184748","100","100","100"
"185116","100.02","100.02","100.02"
"185219","100","100","100"
"185308","100.02","100.02","100.02"
"185567","100.03","100.03","100.03"
"185624","100.02","100.02","100.02"
"185626","100.03","100.03","100.03"
"185775","100.07","100.07","100.07"
"185879","100.05","100.05","100.05"
"186105","100.02","100.02","100.02"
"186237","100.02","100.02","100.02"
"186462","100.06","100.06","100.06"
"186490","100.03","100.03","100.03"
"186509","100.07000000000001","100.07000000000001","100.07000000000001"
"186519","100","100","100"
"186982","100.02","100.02","100.02"
"187257","100.02","100.02","100.02"
"187329","100.03","100.03","100.03"
"187423","99.99","99.99","99.99"
"187456","99.99","99.99","99.99"
"187460","100","100","100"
"187501","100.00999999999999","100.00999999999999","100.00999999999999"
"187522","100.03999999999999","100.03999999999999","100.03999999999999"
"187532","100.1","100.1","100.1"
"187695","100.02","100.02","100.02"
"187737","99.97","99.97","99.97"
"187970","100.05","100.05","100.05"
"188386","100.03","100.03","100.03"
"188421","100.03","100.03","100.03"
"188503","100.03999999999999","100.03999999999999","100.03999999999999"
"188594","100.03","100.03","100.03"
"188871","100.02","100.02","100.02"
"188879","100.03999999999999","100.03999999999999","100.03999999999999"
"189138","100.03","100.03","100.03"
"189145","99.99","99.99","99.99"
"189228","100.02","100.02","100.02"
"189303","100.02","100.02","100.02"
"189400","100.02","100.02","100.02"
"189498","100.03","100.03","100.03"
"189544","100.05","100.05","100.05"
"189630","100.03999999999999","100.03999999999999","100.03999999999999"
"189723","100.02","100.02","100.02"
"189802","100.03","100.03","100.03"
"189812","99.99","99.99","99.99"
"189947","100.01","100.01","100.01"
"190093","100.01","100.01","100.01"
"190320","100.00999999999999","100.00999999999999","100.00999999999999"
"190379","100.02","100.02","100.02"
"190410","100.03999999999999","100.03999999999999","100.03999999999999"
"190515","99.97","99.97","99.97"
"190899","100.05","100.05","100.05"
"191020","100.02","100.02","100.02"
"191048","100.06","100.06","100.06"
"191333","100.05","100.05","100.05"
"191335","100.05","100.05","100.05"
"191372","100","100","100"
"191594","100.03999999999999","100.03999999999999","100.03999999999999"
"191686","100.03","100.03","100.03"
"191698","100.00999999999999","100.00999999999999","100.00999999999999"
"192065","100.03999999999999","100.03999999999999","100.03999999999999"
"192193","100.04","100.04","100.04"
"192316","100","100","100"
"192405","100.02","100.02","100.02"
"192409","100.05","100.05","100.05"
"192893","100.04","100.04","100.04"
"192933","100.03999999999999","100.03999999999999","100.03999999999999"
"192995","100.03999999999999","100.03999999999999","100.03999999999999"
"193123","100","100","100"
"193218","100","100","100"
"193455","100.00999999999999","100.00999999999999","100.00999999999999"
"193588","100","100","100"
"194140","100.00999999999999","100.00999999999999","100.00999999999999"
"194158","99.98","99.98","99.98"
"194263","100.00999999999999","100.00999999999999","100.00999999999999"
"194330","100.00999999999999","100.00999999999999","100.00999999999999"
"194337","100.03","100.03","100.03"
"194678","100.03","100.03","100.03"
"194701","100.05","100.05","100.05"
"194870","100.07","100.07","100.07"
"194919","100.05","100.05","100.05"
"194957","100.03","100.03","100.03"
"195024","100","100","100"
"195112","100","100","100"
"195208","100.04","100.04","100.04"
"195273","99.99","99.99","99.99"
"195523","100.02","100.02","100.02"
"195655","100.06","100.06","100.06"
"195809","100.02","100.02","100.02"
"195847","100.00999999999999","100.00999999999999","100.00999999999999"
"195955","100.00999999999999","100.00999999999999","100.00999999999999"
"196059","100.03999999999999","100.03999999999999","100.03999999999999"
"196225","100.06","100.06","100.06"
"196450","100.03","100.03","100.03"
"196493","100.03","100.03","100.03"
"196502","100.03","100.03","100.03"
"196604","99.99","99.99","99.99"
"196817","100.02","100.02","100.02"
"197066","100.03999999999999","100.03999999999999","100.03999999999999"
"197132","99.96","99.96","99.96"
"197217","100","100","100"
"197254","100.03","100.03","100.03"
"197318","99.97","99.97","99.97"
"197340","100.00999999999999","100.00999999999999","100.00999999999999"
"197409","100.02","100.02","100.02"
"197558","100.02","100.02","100.02"
"197651","100.06","100.06","100.06"
"197660","100.03","100.03","100.03"
"197702","100.02","100.02","100.02"
"197735","100.00999999999999","100.00999999999999","100.00999999999999"
"197770","100.03","100.03","100.03"
"197829","100.00999999999999","100.00999999999999","100.00999999999999"
"198100","100.00999999999999","100.00999999999999","100.00999999999999"
"198158","100.00999999999999","100.00999999999999","100.00999999999999"
"198340","100.03","100.03","100.03"
"198495","100.03","100.03","100.03"
"198525","100.03","100.03","100.03"
"198588","100.05","100.05","100.05"
"198696","100.02","100.02","100.02"
"198891","99.99","99.99","99.99"
"198908","100.03","100.03","100.03"
"199159","100.03999999999999","100.03999999999999","100.03999999999999"
"199249","100.02","100.02","100.02"
"199301","100.03","100.03","100.03"
"199346","100.02","100.02","100.02"
"199373","100.03","100.03","100.03"
"199425","100.02","100.02","100.02"
"199575","99.99","99.99","99.99"
"199624","100.05","100.05","100.05"
"199676","100.01","100.01","100.01"
"199719","100.03","100.03","100.03"
"199753","100.05","100.05","100.05"
"199841","100.01","100.01","100.01"
"199862","100.03","100.03","100.03"
"199920","100.02","100.02","100.02"
"200059","99.99","99.99","99.99"
"200115","100.03","100.03","100.03"
"200188","100.00999999999999","100.00999999999999","100.00999999999999"
"200380","100.03999999999999","100.03999999999999","100.03999999999999"
"200390","100.04","100.04","100.04"
"200391","100.02","100.02","100.02"
"200450","100","100","100"
"200493","100.05","100.05","100.05"
"200501","100.03","100.03","100.03"
"200578","100.02","100.02","100.02"
"200857","100.02","100.02","100.02"
"200922","100.07","100.07","100.07"
"200966","100.06","100.06","100.06"
"201221","100.02","100.02","100.02"
"201261","100.02","100.02","100.02"
"201321","99.98","99.98","99.98"
"201333","100.09","100.09","100.09"
"201360","100","100","100"
"201457","100.09","100.09","100.09"
"201471","100.00999999999999","100.00999999999999","100.00999999999999"
"201477","100.03","100.03","100.03"
"201537","100.05","100.05","100.05"
"201637","99.99","99.99","99.99"
"201735","100","100","100"
"201766","100","100","100"
"201824","100.02","100.02","100.02"
"201982","100.07000000000001","100.07000000000001","100.07000000000001"
"202122","100","100","100"
"202164","99.99000000000001","99.99000000000001","99.99000000000001"
"202396","100.02","100.02","100.02"
"202484","100","100","100"
"202558","100.03","100.03","100.03"
"202571","100.02","100.02","100.02"
"202740","100.02","100.02","100.02"
"202922","100.04","100.04","100.04"
"203034","100.03","100.03","100.03"
"203521","100.00999999999999","100.00999999999999","100.00999999999999"
"203579","100.02","100.02","100.02"
"203605","100.02","100.02","100.02"
"203632","100.03","100.03","100.03"
"203649","100.05","100.05","100.05"
"203713","100.00999999999999","100.00999999999999","100.00999999999999"
"203862","99.97","99.97","99.97"
"203924","100.03","100.03","100.03"
"204014","100.03","100.03","100.03"
"204505","100.02","100.02","100.02"
"204535","100.03999999999999","100.03999999999999","100.03999999999999"
"204582","100","100","100"
"204615","100.03","100.03","100.03"
"204718","100.03","100.03","100.03"
"205077","100.06","100.06","100.06"
"205226","100.03999999999999","100.03999999999999","100.03999999999999"
"205466","100.03","100.03","100.03"
"205487","100","100","100"
"205595","99.98","99.98","99.98"
"205675","100.02","100.02","100.02"
"205678","100.00999999999999","100.00999999999999","100.00999999999999"
"205880","100.02","100.02","100.02"
"205883","100.05","100.05","100.05"
"206083","100.02","100.02","100.02"
"206110","100.01","100.01","100.01"
"206289","100.02","100.02","100.02"
"206799","100.02","100.02","100.02"
"206895","99.99","99.99","99.99"
"206908","100.02","100.02","100.02"
"206916","100.02","100.02","100.02"
"207127","100","100","100"
"207198","100.02","100.02","100.02"
"207203","100.02","100.02","100.02"
"207382","100.04","100.04","100.04"
"207473","100.02","100.02","100.02"
"207788","100.01","100.01","100.01"
"207896","100.03","100.03","100.03"
"207991","100.01","100.01","100.01"
"208004","100.07000000000001","100.07000000000001","100.07000000000001"
"208020","100.03999999999999","100.03999999999999","100.03999999999999"
"208082","100.02","100.02","100.02"
"208185","100.00999999999999","100.00999999999999","100.00999999999999"
"208189","100.03999999999999","100.03999999999999","100.03999999999999"
"208234","100.03","100.03","100.03"
"208266","100.03","100.03","100.03"
"208281","100.03","100.03","100.03"
"208299","100.03","100.03","100.03"
"208388","100.02","100.02","100.02"
"208418","100.00999999999999","100.00999999999999","100.00999999999999"
"208566","100.02","100.02","100.02"
"208608","100.05","100.05","100.05"
"208782","100.00999999999999","100.00999999999999","100.00999999999999"
"209025","99.98","99.98","99.98"
"209026","99.98","99.98","99.98"
"209142","100.02","100.02","100.02"
"209352","100.03","100.03","100.03"
"209375","100.02","100.02","100.02"
"209468","99.96","99.96","99.96"
"209549","99.99","99.99","99.99"
"209569","100.03","100.03","100.03"
"209763","100","100","100"
"209889","100.00999999999999","100.00999999999999","100.00999999999999"
"209910","100.03","100.03","100.03"
"210114","100.01","100.01","100.01"
"210259","100.04","100.04","100.04"
"210272","100.03","100.03","100.03"
"210285","100.03","100.03","100.03"
"210320","100.05","100.05","100.05"
"210366","100.02","100.02","100.02"
"210439","100.05","100.05","100.05"
"210473","100.03999999999999","100.03999999999999","100.03999999999999"
"210591","100","100","100"
"210638","99.98","99.98","99.98"
"210725","100.02","100.02","100.02"
"210830","100.03","100.03","100.03"
"210910","100.06","100.06","100.06"
"210917","100.09","100.09","100.09"
"211052","100.03999999999999","100.03999999999999","100.03999999999999"
"211118","100","100","100"
"211212","100.02","100.02","100.02"
"211231","100.02","100.02","100.02"
"211372","100","100","100"
"211539","100.03999999999999","100.03999999999999","100.03999999999999"
"211599","100.00999999999999","100.00999999999999","100.00999999999999"
"211663","100.05","100.05","100.05"
"211735","100.06","100.06","100.06"
"211744","100.02","100.02","100.02"
"211806","99.97","99.97","99.97"
"211847","100","100","100"
"211940","100.00999999999999","100.00999999999999","100.00999999999999"
"212117","100.04","100.04","100.04"
"212262","100.06","100.06","100.06"
"212293","100.02","100.02","100.02"
"212400","100.05","100.05","100.05"
"212570","99.98","99.98","99.98"
"212596","100.03","100.03","100.03"
"212604","100.02","100.02","100.02"
"212662","100.04","100.04","100.04"
"212940","100.03","100.03","100.03"
"213096","100.03999999999999","100.03999999999999","100.03999999999999"
"213166","100","100","100"
"213213","100.01","100.01","100.01"
"213229","100.00999999999999","100.00999999999999","100.00999999999999"
"213710","100.03","100.03","100.03"
"213755","100.02","100.02","100.02"
"213762","100.02","100.02","100.02"
"213780","100.03","100.03","100.03"
"213829","100.03","100.03","100.03"
"213832","100.02","100.02","100.02"
"213930","100.02","100.02","100.02"
"213980","99.99","99.99","99.99"
"214088","100.00999999999999","100.00999999999999","100.00999999999999"
"214135","100.01","100.01","100.01"
"214159","100","100","100"
"214179","100.00999999999999","100.00999999999999","100.00999999999999"
"214325","100.03999999999999","100.03999999999999","100.03999999999999"
"214353","100.00999999999999","100.00999999999999","100.00999999999999"
"214433","100.02","100.02","100.02"
"214446","100.01","100.01","100.01"
"214555","100","100","100"
"214629","100.02","100.02","100.02"
"214650","100.03","100.03","100.03"
"214740","100","100","100"
"214786","100","100","100"
"214847","99.95","99.95","99.95"
"214848","99.95","99.95","99.95"
"215262","100.00999999999999","100.00999999999999","100.00999999999999"
"215327","99.99","99.99","99.99"
"215490","100.03","100.03","100.03"
"215539","100.00999999999999","100.00999999999999","100.00999999999999"
"215558","100","100","100"
"215580","100.05","100.05","100.05"
"215752","100.02","100.02","100.02"
"215767","100.03","100.03","100.03"
"215998","100.03","100.03","100.03"
"216086","100","100","100"
"216098","100.01","100.01","100.01"
"216179","100.05","100.05","100.05"
"216197","100.02","100.02","100.02"
"216423","100.03","100.03","100.03"
"216488","100.02","100.02","100.02"
"216576","100.03","100.03","100.03"
"216599","100","100","100"
"216643","100.02","100.02","100.02"
"216711","100.03999999999999","100.03999999999999","100.03999999999999"
"216828","100.03","100.03","100.03"
"216872","100.02","100.02","100.02"
"217097","100.03999999999999","100.03999999999999","100.03999999999999"
"217141","100.00999999999999","100.00999999999999","100.00999999999999"
"217201","100.03","100.03","100.03"
"217311","100.03","100.03","100.03"
"217316","100.02","100.02","100.02"
"217338","100.03999999999999","100.03999999999999","100.03999999999999"
"217443","100.02","100.02","100.02"
"217557","100.00999999999999","100.00999999999999","100.00999999999999"
"217623","100","100","100"
"217659","99.99","99.99","99.99"
"217876","100.00999999999999","100.00999999999999","100.00999999999999"
"217939","100.06","100.06","100.06"
"218021","99.99","99.99","99.99"
"218067","100.02","100.02","100.02"
"218069","100.02","100.02","100.02"
"218295","100.02","100.02","100.02"
"218326","100.05","100.05","100.05"
"218629","100.00999999999999","100.00999999999999","100.00999999999999"
"218713","100.02","100.02","100.02"
"218787","100.00999999999999","100.00999999999999","100.00999999999999"
"219028","100.03","100.03","100.03"
"219221","100.05","100.05","100.05"
"219235","100.03","100.03","100.03"
"219246","100.04","100.04","100.04"
"219278","100.03","100.03","100.03"
"219391","100.00999999999999","100.00999999999999","100.00999999999999"
"219453","100.00999999999999","100.00999999999999","100.00999999999999"
"219570","100.03","100.03","100.03"
"219580","100.00999999999999","100.00999999999999","100.00999999999999"
"219668","100.05","100.05","100.05"
"220240","100.03","100.03","100.03"
"220258","100.02","100.02","100.02"
"220338","100","100","100"
"220476","100.00999999999999","100.00999999999999","100.00999999999999"
"220553","100.02","100.02","100.02"
"220626","100.03","100.03","100.03"
"220790","100.05","100.05","100.05"
"220799","100.03","100.03","100.03"
"220867","100.02","100.02","100.02"
"221025","100.06","100.06","100.06"
"221038","100.03","100.03","100.03"
"221073","100.02","100.02","100.02"
"221273","100.03","100.03","100.03"
"221416","100.02","100.02","100.02"
"221746","100","100","100"
"221770","100.03","100.03","100.03"
"221817","100.03999999999999","100.03999999999999","100.03999999999999"
"221872","100","100","100"
"221891","100.08","100.08","100.08"
"221940","100","100","100"
"222023","100.00999999999999","100.00999999999999","100.00999999999999"
"222054","100.02","100.02","100.02"
"222213","99.99","99.99","99.99"
"222444","100.03999999999999","100.03999999999999","100.03999999999999"
"222452","100.00999999999999","100.00999999999999","100.00999999999999"
"222473","100.02","100.02","100.02"
"222555","100.03999999999999","100.03999999999999","100.03999999999999"
"222609","100.08","100.08","100.08"
"222823","100.03","100.03","100.03"
"222832","100.02","100.02","100.02"
"222875","100.03","100.03","100.03"
"223096","100.05","100.05","100.05"
"223132","100.06","100.06","100.06"
"223217","100.00999999999999","100.00999999999999","100.00999999999999"
"223249","100.03","100.03","100.03"
"223261","100.00999999999999","100.00999999999999","100.00999999999999"
"223319","99.98","99.98","99.98"
"223375","100.07","100.07","100.07"
"223390","100.07","100.07","100.07"
"223457","100.02","100.02","100.02"
"223461","100.02","100.02","100.02"
"223496","100.03","100.03","100.03"
"223533","100.03999999999999","100.03999999999999","100.03999999999999"
"223568","100","100","100"
"223765","99.99","99.99","99.99"
"223816","99.99","99.99","99.99"
"223964","100.03999999999999","100.03999999999999","100.03999999999999"
"224096","100.03","100.03","100.03"
"224215","100.02","100.02","100.02"
"224255","100.00999999999999","100.00999999999999","100.00999999999999"
"224341","100","100","100"
"224653","100.06","100.06","100.06"
"224733","100.02","100.02","100.02"
"224780","100.07","100.07","100.07"
"224915","100.02","100.02","100.02"
"225137","99.99","99.99","99.99"
"225227","100.02","100.02","100.02"
"225308","100.03999999999999","100.03999999999999","100.03999999999999"
"225389","100.03","100.03","100.03"
"225785","100.00999999999999","100.00999999999999","100.00999999999999"
"225886","100.05","100.05","100.05"
"225944","100.02","100.02","100.02"
"225958","100.03999999999999","100.03999999999999","100.03999999999999"
"226152","100.03999999999999","100.03999999999999","100.03999999999999"
"226217","99.99","99.99","99.99"
"226445","100.02","100.02","100.02"
"226515","100.08","100.08","100.08"
"226519","100","100","100"
"226537","100.00999999999999","100.00999999999999","100.00999999999999"
"226636","100.00999999999999","100.00999999999999","100.00999999999999"
"226665","100.05","100.05","100.05"
"226830","100.06","100.06","100.06"
"227172","99.99","99.99","99.99"
"227184","100.03","100.03","100.03"
"227254","100.02","100.02","100.02"
"227313","100.00999999999999","100.00999999999999","100.00999999999999"
